idArticle;refERP;description;length;width;heigth;weigth;category;unityOfMeasure;rateOfConversion;grossPrice;buyPrice
339;076448005;Sanoasa Bellina, supporto per seduta a 90°, passaggio dritto ;386;386;250;0;D;pc;1;220.96;70.2
340;076448001;Sanoasa Bellina, supporto per seduta a 90°, passaggio stondato;737;737;250;0;D;pc;1;398.64;126.66
341;076448011;Sanoasa Bellina, seduta terminale panca a sinistra R = 200 ;486;300;240;0;D;pc;1;316.49;100.54
342;076448008;Sanoasa Bellina, seduta terminale panca a sinistra R = 486;600;486;240;0;D;pc;1;386.73;122.86
343;076448012;Sanoasa Bellina, seduta terminale panca a destra R = 200 ;486;300;240;0;D;pc;1;316.49;100.54
344;076448009;Sanoasa Bellina, seduta terminale panca a destra R = 486;600;486;240;0;D;pc;1;386.73;122.86
345;076448013;Sanoasa Bellina, supporto terminale, R = 200 ;486;300;250;0;D;pc;1;169.73;53.92
346;076448010;Sanoasa Bellina, supporto terminale, R = 486 ;600;486;250;0;D;pc;1;316.27;100.48
347;076448014;Sanoasa Bellina, bracciolo ;550;105;650;0;D;pc;1;369.46;117.37
348;076400042;Sanoasa Lettino 1;1920;700;672;0;D;pc;1;1582.82;590.72
349;076400043;Sanoasa Lettino 1, con riscaldamento elettrico;1920;700;672;0;D;pc;1;2356.52;879.47
350;076400044;Sanoasa Lettino 1, con riscaldamento ad acqua calda;1920;700;672;0;D;pc;1;2194.25;818.91
351;076400045;Sanoasa Lettino 2;1442;700;1104;0;D;pc;1;1788.14;667.33
352;076400046;Sanoasa Lettino 2, con riscaldamento elettrico;1442;700;1104;0;D;pc;1;2561.82;956.08
353;076400047;Sanoasa Lettino 2, con riscaldamento ad acqua calda;1442;700;1104;0;D;pc;1;2688.31;896.18
354;076400049;Sanoasa Lettino 3;1856;700;764;0;D;pc;1;1788.14;667.33
355;076400050;Sanoasa Lettino 3, con riscaldamento elettrico;1856;700;764;0;D;pc;1;2561.82;956.08
356;076400051;Sanoasa Lettino 3, con riscaldamento ad acqua calda;1856;700;764;0;D;pc;1;2688.31;1003.3
357;076400053;Sanoasa Lettino 4;2014;700;921;0;D;pc;1;2317.79;865.07
358;076400054;Sanoasa Lettino 4, con riscaldamento elettrico 2014 700 921 mm;2014;700;921;0;D;pc;1;3091.64;1153.82
359;076400055;Sanoasa Lettino 4, con riscaldamento ad acqua calda 2014 700 921 mm;2014;700;921;0;D;pc;1;3081.78;1150.14
360;076400059;Sanoasa Lettino 5;1738;700;890;0;D;pc;1;1390.77;519.04
361;076400060;Sanoasa Lettino 5, con riscaldamento elettrico 1738 700 890 mm;1738;700;890;0;D;pc;1;2164.45;807.79
362;076400061;Sanoasa Lettino 5, con riscaldamento ad acqua calda 1738 700 890 mm;1738;700;890;0;D;pc;1;2115.14;789.39
363;076905500;Regolatore di temperatura riscaldamento elettrico, per guida DIN;0;0;0;0;D;pc;1;338.91;126.48
364;076906000;Regolatore di temperatura riscaldamento elettrico, per montaggio a incasso;0;0;0;0;D;pc;1;338.91;126.48
365;073606000;Sanbath Cube, Lavabo;570;570;925;0;D;pc;1;707.27;233.68
366;073603000;Sanbath Wave, Lavabo;1000;550;200;0;D;pc;1;1442.13;476.46
367;073607001;Sanbath Cube, Vasca ;1800;850;625;0;D;pc;1;4600.78;1717.3
368;073601001;Sanbath Wave, Vasca ;1800;850;625;0;D;pc;1;4748.06;1772.77
369;073605000;Sanbath Cube, Colona doccia (spessore 100 mm);850;400;2200;0;D;pc;1;1889.29;624.21
370;073602000;Sanbath Wave, Colona doccia;1010;400;2400;0;D;pc;1;2561.21;846.22
371;010000004;Pannello da costruzione wedi 4mm;1250;600;4;0;BS;m²;1;36.65;9.6
372;010000006;Pannello da costruzione wedi 6mm;1250;600;6;0;BS;m²;1;33.76;8.85
373;010700010;Pannello da costruzione wedi 10mm;1250;600;10;0;BS;m²;1;36.23;9.51
374;010250004;Pannello da costruzione wedi 4mm;2500;600;4;0;BS;m²;1;36.65;9.6
375;010250006;Pannello da costruzione wedi 6mm;2500;600;6;0;BS;m²;1;33.76;8.85
376;010000010;Pannello da costruzione wedi 10mm;2500;600;10;0;BS;m²;1;36.23;9.51
377;010000112;Pannello da costruzione wedi 12,5mm;2500;600;12.5;0;BS;m²;1;37.06;9.72
378;010000020;Pannello da costruzione wedi 20mm;2500;600;20;0;BS;m²;1;38.37;10.06
379;010000030;Pannello da costruzione wedi 30mm;2500;600;30;0;BS;m²;1;43.65;11.44
380;010000040;Pannello da costruzione wedi 40mm;2500;600;40;0;BS;m²;1;48.84;12.79
381;010000050;Pannello da costruzione wedi 50mm;2500;600;50;0;BS;m²;1;54.43;14.28
382;010710060;Pannello da costruzione wedi 60mm ;2500;600;60;0;BS;m²;1;62.06;16.35
383;010710080;Pannello da costruzione wedi 80mm ;2500;600;80;0;BS;m²;1;74.18;19.55
384;010710199;Pannello da costruzione wedi 100mm;2500;600;100;0;BS;m²;1;94.7;24.94
385;010000012;Pannello da costruzione wedi 12,5mm;2500;625;12.5;0;BS;m²;1;37.06;9.72
386;010000610;Pannello da costruzione wedi 10mm;2600;600;10;0;BS;m²;1;36.23;9.51
387;010000620;Pannello da costruzione wedi 20mm;2600;600;20;0;BS;m²;1;38.37;10.06
388;010000630;Pannello da costruzione wedi 30mm;2600;600;30;0;BS;m²;1;43.65;11.44
389;010000640;Pannello da costruzione wedi 40mm;2600;600;40;0;BS;m²;1;48.84;12.79
390;010000650;Pannello da costruzione wedi 50mm;2600;600;50;0;BS;m²;1;54.43;14.28
391;010000912;Pannello da costruzione wedi XL 12,5mm;2500;900;12.5;0;BS;m²;1;39.59;10.37
392;010000920;Pannello da costruzione wedi XL 20mm;2500;900;20;0;BS;m²;1;43.16;11.31
393;010000930;Pannello da costruzione wedi XL 30mm;2500;900;30;0;BS;m²;1;51.54;13.51
394;010000950;Pannello da costruzione wedi XL 50mm;2500;900;50;0;BS;m²;1;68.94;18.07
395;010729410;Pannello da costruzione wedi XXL 10mm;2500;1200;10;0;BS;m²;1;43;11.72
396;010001220;Pannello da costruzione wedi XXL 20mm;2500;1200;20;0;BS;m²;1;46.47;12.19
397;010001230;Pannello da costruzione wedi XXL 30mm;2500;1200;30;0;BS;m²;1;48.28;12.67
398;010001250;Pannello da costruzione wedi XXL 50mm;2500;1200;50;0;BS;m²;1;65.78;17.25
399;010001612;Pannello da costruzione wedi XXL 12,5mm;2600;1200;12.5;0;BS;m²;1;46.44;12.19
400;074315410;wedi Sanwell Nicchia 20/40, flangia telaio 10 mm;234;434;100;0;D;pc;1;104.82;26.59
401;074315411;wedi Sanwell Nicchia 30/60, flangia telaio 10 mm;334;634;100;0;D;pc;1;115.86;29.38
402;074315420;wedi Nicchia / profondita 82,5 mm, flangia telaio 12,5 mm;234;434;100;0;D;pc;1;104.82;26.59
403;074315421;wedi Nicchia / profondita 82,5 mm, flangia telaio 12,5 mm;334;634;100;0;D;pc;1;115.86;29.38
404;041701100;wedi Sanwell Elemento per parete XL con nicchia 30/60;2500;900;100;0;D;pc;1;527.44;144.06
405;041701101;wedi Sanwell Elemento per parete XXL con nicchia 30/60;2500;1200;100;0;D;pc;1;597.41;163.17
406;010709020;Pannello da costruzione wedi construct 20mm, per il lungo;2500;600;20;0;BS;m²;1;46;12.06
407;010709030;Pannello da costruzione wedi construct 30mm, per il lungo;2500;600;30;0;BS;m²;1;50.41;13.22
408;010709050;Pannello da costruzione wedi construct 50mm, per il lungo;2500;600;50;0;BS;m²;1;61.21;16.04
409;010708020;Pannello da costruzione wedi construct 20mm, per il largo;2500;600;20;0;BS;m²;1;46;12.06
410;010708030;Pannello da costruzione wedi construct 30mm, per il largo;2500;600;30;0;BS;m²;1;50.41;13.22
411;010708050;Pannello da costruzione wedi construct 50mm, per il largo;2500;600;50;0;BS;m²;1;61.21;16.04
412;010713112;Pannello da costruzione wedi Vapor con barriera vapore 12,5mm;2500;600;12.5;0;BS;m²;1;109.56;34.74
413;010713020;Pannello da costruzione wedi Vapor con barriera vapore 20 mm;2500;600;20;0;BS;m²;1;113.54;36.01
414;010713050;Pannello da costruzione wedi Vapor con barriera vapore 50 mm;2500;600;50;0;BS;m²;1;126.99;40.28
415;010702012;Pannello wedi Vapor 85;2500;600;12.5;0;BS;m²;1;48;16.8
416;010702020;Pannello wedi Vapor 85;2500;600;20;0;BS;m²;1;50.33;17.62
417;010702912;Pannello wedi Vapor 85;2500;600;12.5;0;BS;m²;1;48;16.8
418;010702920;Pannello wedi Vapor 85;2500;600;20;0;BS;m²;1;50.33;17.62
419;076400257;pannello PreLine con fresature per riscaldamento ad acqua;1240;600;30;0;BS;m²;1;67.99;23.8
420;076400260;pannello PreLine con fresature per riscaldamento ad acqua;1240;600;50;0;BS;m²;1;80.05;28.02
421;076400258;pannello PreLine con fresature per riscaldamento ad acqua;1240;600;60;0;BS;m²;1;86.33;30.22
422;076400259;pannello PreLine con fresature per riscaldamento ad acqua;1240;600;40;0;BS;m²;1;70.57;24.7
423;074300091;wedi Mensolo L, elemento angolare 20 mm;2500;150;150;0;BU;pc;1;42.86;10.88
424;074300092;wedi Mensolo L, elemento angolare 20 mm;2500;200;200;0;BU;pc;1;62.29;15.8
425;074300094;wedi Mensolo L, elemento angolare 20 mm;2500;200;400;0;BU;pc;1;78.74;19.98
426;074300093;wedi Mensolo L, elemento angolare 20 mm;2500;300;300;0;BU;pc;1;78.74;19.98
427;074300691;wedi Mensolo L, elemento angolare 20 mm;2600;150;150;0;BU;pc;1;44.63;11.32
428;074300692;wedi Mensolo L, elemento angolare 20 mm;2600;200;200;0;BU;pc;1;64.71;16.42
429;074300694;wedi Mensolo L, elemento angolare 20 mm;2600;200;400;0;BU;pc;1;81.92;20.77
430;074300693;wedi Mensolo L, elemento angolare 20 mm;2600;300;300;0;BU;pc;1;81.92;20.77
431;074300695;wedi Mensolo U, elemento a U bordo da 200 mm spessore 20 mm;2600;200;200;0;BU;pc;1;89.91;22.81
432;074300696;wedi Mensolo U, elemento a U bordo da 150 mm spessore 20 mm;2600;300;150;0;BU;pc;1;89.91;22.81
433;073820100;wedi Bathboard, pannello rivestibile per vasca, pezzo longitudinale;1800;600;20;0;BU;pc;1;63.07;17.17
434;073820101;wedi Bathboard, pannello rivestibile per vasca, pezzo longitudinale;2100;600;20;0;BU;pc;1;97.32;26.49
435;073820102;wedi Bathboard, pannello rivestibile per vasca, pezzo sul lato testa;770;600;20;0;BU;pc;1;31.91;8.69
436;073830001;wedi Bathboard Shower, pannello rivestibile per piatto doccia;900;200;20;0;BU;pc;1;27.33;7.43
437;073830002;wedi Bathboard Shower, pannello rivestibile per piatto doccia;900;300;20;0;BU;pc;1;29.62;8.06
